client_id,name,age,occupation,estimated_income,bank_loans,bank_deposits,total_deposits,total_assets
IND51913,"Kenneth Cole",18,"Community Outreach Specialist",377580.78,588087,161814.09,470897.45999999996,385079.12000000005
IND76764,"Matthew Marshall",63,"Dental Hygienist",298532.44,658958,934240.45,2002987.81,356654.52
IND82314,"Scott Tucker",49,"VP Product Management",89771.99,785239,855645.41,1463302.57,112770.45000000001
IND82248,"Bruce Hicks",72,"Analog Circuit Design manager",390543.25,154050,1333928.03,2605556.71,415020.92
IND49091,"Howard Hill",71,"Director of Sales",131274.45,332987,635381.9,1240284.6099999999,150462.85
IND24529,"Earl Murray",40,"Programmer I",164793.56,1925660,382095.46,700816.9800000001,186056.41
IND93171,"Jesse Wright",79,"Statistician II",127005.21,338483,229651.61,555686.23,138180.96000000002
IND71818,"Beverly Taylor",47,"Statistician III",90051.85,187672,447985.61,967508.5499999999,120958.05
IND35821,"Irene Barnes",36,"Chief Design Engineer",125353.08,731631,207011.52,400223.45,140933.88
IND44974,"Donna Martin",77,"Media Manager III",46485.8,512394,225281.67,495061.88,75037.44
IND24341,"Jacqueline Wells",46,"Accounting Assistant I",54599.92,551546,275577.72,513727.88,82473.04
IND60293,"Frances Cox",66,"Statistician I",185334.79,147615,97134.3,267907.67,239911.07
IND46675,"Jose Williamson",31,"Data Coordiator",68488.91,345182,802404.79,1523914.82,81815.03
IND17984,"Gary Bell",18,"Office Assistant IV",158424.74,966713,600275.72,986215.24,187229.46
IND23002,"Phyllis Berry",44,"Account Representative II",67064.29,540459,713832.78,1271398.76,80066.43999999999
IND70737,"Russell Moore",74,"Structural Analysis Engineer",253484.85,758464,2677607.1,4481510.91,272093.05
IND17926,"Ryan Austin",21,"Safety Technician IV",178028.67,213942,979092.98,1702246.11,234708.51
IND30891,"Douglas Freeman",28,"Geological Engineer",276465.9,1051217,842029.37,1555371.8900000001,303822.9
IND51261,"Ernest Davis",32,"Help Desk Operator",130585.85,522784,744629.03,1312206.81,163153.38
IND69251,"Carl King",76,"Media Manager I",254376.82,390415,285189.07,789430.4400000001,284410.24
IND56740,"George Cooper",62,"Programmer Analyst I",326097.43,230977,2570376.88,4348836.9,384074.56
IND95612,"Nicholas Meyer",57,"Compensation Analyst",94054.88,229583,349048.33,684775.4,127699.8
IND35099,"Thomas Hanson",56,"Account Representative II",42249.87,292045,0,26726.49,52622.97
IND42857,"Joe Baker",27,"Research Assistant II",176579.02,222866,323812.22,804263.77,204953.88999999998
IND32603,"Fred Baker",18,"Human Resources Assistant IV",284451.44,331163,661146.9,1481087.14,323657.24
IND62569,"Karen Reynolds",20,"Research Assistant IV",84128.44,525365,225096.12,508559.24999999994,88512.5
IND35181,"Patrick Stone",71,"Health Coach III",251879.41,417909,2066780.57,3446188.9000000004,278863.05
IND99256,"Ronald Riley",83,"Geologist III",149878.4,185145,206964.23,650006.2999999999,164906.06
IND65151,"Jose Martin",47,"Programmer I",209683.64,80953,157298.68,339537.49999999994,243485.2
IND81182,"Jonathan Larson",49,"Statistician II",80357.94,733995,632728.68,1138156.59,83688.84
IND89708,"Jose Romero",61,"Developer II",93484.8,1333814,475667.32,906518.9800000001,133222.2
IND63717,"Karen Carr",40,"Human Resources Assistant IV",357044.23,835845,113708.65,258677.83,407115.31
IND71868,"Earl Richardson",74,"Environmental Tech",409671.26,606101,502389.9,846217.1900000001,439108.44
IND32785,"Aaron Wilson",18,"Programmer I",86761.12,1152801,2434167.78,3950699.77,107610.51999999999
IND79142,"Mark Patterson",31,"Programmer II",343318.23,771443,1702162.84,3191334.41,369786.75
IND59824,"Daniel Porter",37,"Payment Adjustment Coordinator",26102.92,534232,1099013.67,1849072.1500000001,32156.859999999997
IND37278,"Charles Thompson",32,"Administrative Assistant III",231731.4,1628140,663468.69,1105409.67,277586.16
IND34859,"David Fernandez",38,Recruiter,171944.38,144972,144974.24,298281.3,208167.08000000002
IND50054,"Catherine Walker",28,"Office Assistant II",44716.11,327695,273886.12,685029.53,67709.91
IND62645,"Jimmy Evans",28,"Structural Engineer",82751.25,193510,235512.87,395305.79000000004,96232.75
IND41646,"Joseph Gray",64,"Computer Systems Analyst IV",208878.84,754448,1336149.11,2264109.0600000005,232649.94
IND92575,"Bobby Warren",85,"Software Test Engineer I",151936.07,563577,584228.51,1126552.34,166918.73
IND36120,"Christine Butler",28,Recruiter,39515.03,437736,426926.01,850150.24,42092.43
IND85936,"Timothy Price",34,"Staff Scientist",99114.16,258296,127718.62,410012.06999999995,116157.84
IND49172,"Jean Cooper",41,"Graphic Designer",492748.51,592004,398694.71,971337.19,538564.96
IND34576,"Patrick Howard",48,"Web Designer II",133624.84,573099,292189.21,657900.74,152000.38999999998
IND75884,"Samuel Gomez",59,"Account Representative III",229363.28,1459531,156752.09,382002.31,240091.98
IND41393,"Barbara Smith",66,"Quality Engineer",82926.45,1387660,0,26394.71,134356.95
IND67868,"Philip Robinson",71,Teacher,142846.08,261711,177967.69,470780.68000000005,170312.87999999998
IND82789,"Charles Kelly",76,"Administrative Assistant IV",436829.84,1200920,163502.98,428539.2,475545.44
IND77478,"Ashley Greene",53,"Social Worker",157640.31,937721,875102.82,1673104.02,178795.07
IND57043,"Richard Knight",69,Professor,243163.98,425661,1860597.15,3093531.7399999998,261499.98
IND68936,"Thomas Hernandez",51,"Accountant IV",75434.29,452704,92375.97,199516.34,96014.26
IND44846,"Jessica Thompson",47,"Geological Engineer",317895.34,378614,677452.1,1565054.79,355529.36000000004
IND55021,"Brandon Morrison",75,"Tax Accountant",77686.01,1316597,952781.82,1567419.7699999998,91588.22
IND30407,"Stephanie Oliver",81,"Account Representative I",141027.44,866005,309035.87,616838.85,171474.01
IND15466,"Karen Meyer",76,"Associate Professor",121206.49,542515,1065754.43,2102490.5100000002,146058.77000000002
IND15083,"Frank Ferguson",82,"Cost Accountant",140152.04,1208729,572741.07,853823.57,173926.82
IND37063,"Jesse Dunn",71,"Safety Technician III",197043.62,162006,834989.69,1859627.1699999997,222480.68
IND78066,"Linda Long",76,"Biostatistician I",96486.38,522574,390366.08,794654.1499999999,112233.38
IND87900,"Joan Martinez",22,"Senior Editor",17987.51,197326,201141.12,475157.58999999997,30017.089999999997
IND47950,"Justin Hart",52,"Office Assistant III",302672.57,1580710,205369.67,347605.25,359949.97000000003
IND84355,"Brandon Davis",59,"Administrative Officer",155402.53,456253,334449.4,674024.6000000001,167759.52
IND45102,"Lisa Alexander",21,"Physical Therapy Assistant",43815.12,292483,375603.21,735509.9,61938.68000000001
IND56828,"Justin Miller",61,"Accounting Assistant II",52253.84,377450,443691.73,937137.1299999999,77956.28
IND28199,"Wayne Lane",56,"Accounting Assistant III",150041.26,1533134,1399795.68,2261619.6399999997,191627.26
IND67109,"Terry Watson",56,"Computer Systems Analyst III",86558.08,817890,175002.72,357375.75,115634.88
IND85846,"Johnny Torres",28,Professor,57359.09,788269,172941.29,293484.29,66535.48999999999
IND76900,"Jose Fox",70,"Web Developer III",384040.15,276335,549058.65,1154170.82,396627.27
IND87656,"Carolyn Rose",27,"Food Chemist",159512.38,358798,385891.92,872999.95,165911.5
IND76306,"Louis James",21,"Developer IV",61901.37,496453,616815,1058666.2,65320.090000000004
IND42135,"Kevin Kelley",30,"Environmental Tech",84406.75,82289,357419.79,739264.43,99445.75
IND15894,"Kevin Medina",43,"Human Resources Assistant IV",343263.8,400443,380432.81,700920.6900000001,377818.35
IND81866,"Mark Nelson",47,"Safety Technician I",281200.91,824739,48331.62,167985.77999999997,332043.8
IND69783,"Judith Greene",26,"Legal Assistant",39080.45,236826,118416.32,286419,59537.369999999995
IND67788,"Shirley Henry",40,"Computer Systems Analyst II",35113.5,404231,207152.25,622104.9199999999,72893
IND29999,"Jerry Oliver",19,"Speech Pathologist",141689.81,775555,1838008.12,3098625.95,189207.28
IND50590,"Michael Cunningham",51,"Web Designer II",124471.99,689148,532977.58,883020.66,148240.63
IND64905,"Angela Pierce",31,Paralegal,467025.8,1176441,1076630.5,2454643.69,528720.14
IND50588,"Nicholas Watson",68,"Data Coordiator",59563.84,238086,925053.09,1588205.0499999998,67944.23999999999
IND24058,"Barbara Harper",41,"Budget/Accounting Analyst IV",304960.67,1029192,437621.19,851603.0099999999,358228.35
IND87992,"Walter Matthews",36,"Geologist I",276516.44,427468,346860.26,665983.5900000001,288785.69
IND90735,"Jerry Graham",80,"Staff Accountant IV",109051.93,314437,250159.57,497835.74,129122.20999999999
IND18126,"Susan Thompson",63,"Research Assistant III",76166.25,1364589,61344.46,187061.16999999998,81065.04
IND95672,"Kenneth Freeman",55,"Systems Administrator I",62219.79,471715,386699.09,1114865.8099999998,109520.45000000001
IND59778,"Lillian Nelson",79,Professor,155343.56,565486,114149.55,293140.54,215615.66
IND74622,"Richard Edwards",49,"Safety Technician I",347462.05,160931,495285.81,1123611.05,390177.25
IND40781,"Phillip GoPKRales",81,"Mechanical Systems Engineer",94766.64,1202897,1009283.79,1659713.72,102589.44
IND39173,"Eugene Austin",40,"Data Coordiator",354296.33,403094,866009.64,1795063.6,364609.61000000004
IND41835,"Joseph Burns",31,"Staff Accountant IV",373681.17,742803,469244.54,867931.8400000001,422073.26999999996
IND13004,"Ralph West",83,"Web Designer III",358008,568206,424237.27,1028437.91,374950.5
IND69109,"Cheryl Gordon",49,"Geological Engineer",317479.68,119432,859290.28,1655254.78,366964.5
IND95810,"Jimmy Andrews",75,"Administrative Assistant I",220526.63,294138,1100759.21,1970016.58,252061.88
IND81099,"Denise Hayes",48,"Accountant II",312028.6,343721,612080.1,1503288.83,340031.11
IND76632,"Christopher Harper",28,"Software Engineer II",253368.19,1765195,2087859.95,3567245.3000000003,261759.94
IND55460,"Mildred Hall",39,"Human Resources Manager",256652.08,857452,342515.25,868915.45,277899.13
IND64186,"Timothy Austin",25,"Geologist I",155456.35,850613,2918088.55,4815653.22,211727.23
IND65738,"John Torres",41,"Help Desk Operator",110274.57,488287,660940.82,1244003.64,127945.17000000001
IND38016,"Todd Russell",48,"Design Engineer",75703.68,462891,1781157.8,3316122.3,106686.87999999999
IND97456,"Robert Sanchez",64,"Research Associate",184290.87,386783,489242.88,853154.5,221282.22999999998
IND94167,"Larry Phillips",60,"Financial Analyst",302653.21,1027643,605550.52,1242610.78,335066.65
IND54473,"Lawrence Mitchell",44,"Computer Systems Analyst IV",211242.43,616290,696707.01,1581448.07,239503.03
IND32547,"Wayne Hart",17,"Help Desk Technician",123939.66,1876811,3498983.55,5520661.31,167709.01
IND78611,"Peter Porter",40,"Chief Design Engineer",52433.52,184632,46784.32,130683.35,67691.76
IND15955,"Susan Dunn",20,"Programmer Analyst IV",175521.36,214473,1065362.14,1910035.26,185107.02
IND15581,"Jonathan Hunter",35,"Financial Advisor",352957.97,882154,469038.88,746659.1,417060.68999999994
IND29679,"Lawrence Harrison",33,"Software Engineer III",274096.63,290027,484808.7,1033225.11,285836.54
IND30445,"Beverly Carter",37,"Junior Executive",271874.74,999814,941401.35,1800918.54,294104.36
IND90272,"Betty Meyer",45,"Database Administrator III",175522.51,938339,1065811.13,2405159.32,238935.47
IND25035,"Carlos King",65,"Research Associate",268391.4,1176710,1827640.07,3110000.58,311092.35000000003
IND25593,"Anna Reed",56,"Systems Administrator IV",147925.26,1070646,699992.06,1473990.01,218811.06
IND79190,"Annie James",63,"Research Assistant I",60986.65,668880,1073972.86,2061689.1900000002,85081.45
IND31341,"Joseph Kennedy",45,"Budget/Accounting Analyst III",204585.56,350036,359180.23,785378.4199999999,258385.12
IND49233,"Kenneth Perkins",48,"Computer Systems Analyst I",294392.38,533202,243942.32,650401.8099999999,323992.1
IND82834,"Brandon George",37,"Analog Circuit Design manager",165050.63,243395,2069961.1,3616634.64,178879.28
IND64549,"Roger Hunter",77,"Human Resources Manager",295482.46,274761,116494.45,301369.81000000006,349199.42000000004
IND63160,"Clarence Baker",84,"Web Designer IV",93650.66,1489764,385805.43,721121.4999999999,101718.14
IND99412,"Robert Lane",55,"Database Administrator III",77959.98,671361,2253058.98,3965796.14,83342.37999999999
IND41977,"Billy Gutierrez",75,"Human Resources Assistant III",116049.97,278396,170837.1,363568,159813.55
IND54849,"Kevin Harris",79,"Engineer I",116714.92,516023,880569.59,1484393.74,130670.62
IND73662,"Clarence Moreno",23,"Computer Systems Analyst I",357836.92,1483141,203097.34,387453.94000000006,402706.6
IND58104,"Douglas West",76,"Speech Pathologist",355665.19,985822,1218185.05,2441659.97,389628.94
IND42259,"Jeremy Sullivan",32,"Database Administrator III",311721.03,1453595,859353.81,1670341.51,326612.43000000005
IND96983,"Roger Williams",22,"Project Manager",57955.11,569742,1100932.88,2077528.31,72239.69
IND15092,"Eric Mendoza",77,Editor,210595.73,784129,2080505.71,3210395.28,239184.29
IND52181,"Nicholas Mitchell",73,"Food Chemist",439388.92,1428253,1051950.53,2098100.21,485735.62
IND14614,"Robert Washington",65,"Staff Accountant II",130987.36,529608,589706.09,1371611.2999999998,172211.06
IND75661,"Karen Bradley",78,"Database Administrator II",169936.36,994805,638808.87,1434315.89,177732.15999999997
IND63878,"Lillian Garrett",81,"Media Manager III",440439.33,1250526,1169638.99,2404570.0900000003,477106.29000000004
IND60682,"Ralph Cole",46,"Health Coach III",407606.87,994317,302004.93,792547.72,438764.67
IND71119,"Bobby Gardner",71,"Staff Scientist",116733.05,1369673,418166.68,807003.19,161737.75
IND31796,"Heather Welch",26,"Account Executive",67276.78,529251,135237.78,340924.29,105888.73999999999
IND15290,"Chris Nelson",79,"Database Administrator II",227427.3,915681,96740.84,234466.16,251890.11
IND69222,"Ernest Reynolds",56,"Accounting Assistant I",51486.64,772340,412699.06,755986.6000000001,54758.44
IND41761,"Jacqueline Watkins",45,"Civil Engineer",145733.44,1213140,801883.53,1469417.1400000001,188408.44
IND65488,"Bonnie Simpson",41,"Accountant II",91981.56,0,202898,497434.3,100248.26
IND99221,"Alan Kennedy",39,"Research Assistant II",221101.24,1179223,137423.97,240308.81,263178.27999999997
IND71359,"Wayne Woods",51,"Staff Accountant III",56751.75,916909,118377.03,298141.07,101696.97
IND82515,"Emily Sullivan",43,"Administrative Officer",217040.02,232807,281401.58,913487.15,263811.29
IND85958,"Kelly Grant",42,"Developer II",346305.7,1568709,1118447.01,2339430.08,368387.49
IND68750,"Virginia Scott",61,"Programmer IV",81243.91,766963,444257.95,1017911.89,94919.87
IND91822,"Joshua Allen",58,"Technical Writer",184460.64,1177333,77019.89,187599.86,190432.48
IND80931,"Juan Griffin",25,Actuary,91923.17,328212,563246.33,969228.34,93586.01
IND20616,"Gerald Harrison",38,"Accountant II",342649.03,2012623,2603230.63,4093035.38,397269.05000000005
IND59654,"Mark Rose",60,"Database Administrator I",153118.31,476537,31217.84,84111.12999999999,160463.96
IND56699,"Paul Bell",45,"Statistician IV",124830.45,66111,357447.81,916342.56,142667.01
IND45574,"Janice Foster",55,"Technical Writer",80104.87,215710,38471.76,126292.04000000001,112026.12999999999
IND46000,"Ralph Ford",62,Recruiter,95522.36,270997,171005.23,420515.94,120585.70999999999
IND72516,"Beverly Stewart",80,"Media Manager I",35717.95,0,561513.29,1216478.22,60898.56
IND35302,"Jessica Black",78,"Product Engineer",209541,69727,349744.28,820175.05,229746.12
IND80068,"Ronald Hill",43,"Geologist III",229059.97,664299,2093007.37,3524784.48,264936.76
IND53480,"Jack Palmer",61,"Project Manager",116813.48,1512494,455464.41,765766.37,152547.88
IND88872,"Annie Morrison",72,"Programmer Analyst I",255097.36,841411,98999.73,229089.33999999997,300519.73
IND66621,"Paul Wallace",81,Professor,130296.27,805318,581539.75,1054189.78,137566.11000000002
IND29174,"Jerry Jackson",49,"Account Coordinator",65006.54,346892,262181.5,596271.5800000001,108498.34
IND98830,"Kevin Walker",83,"Account Executive",152311.98,342021,244910.01,633901.0800000001,166842.04
IND34318,"Nancy Black",40,"Engineer IV",185421.5,259399,92897.5,232900.62000000002,217773.5
IND95108,"Henry Little",25,"Database Administrator I",54339.87,870569,982426.14,1761613.25,77385.07
IND21281,"Patrick Coleman",60,"Account Representative IV",229493.03,1959491,892214.75,1501379.1700000002,293968.22
IND86574,"Carlos Anderson",54,"Web Designer I",181040.17,1164821,1128622.56,1987687.7000000002,225631.78000000003
IND25843,"Carolyn Snyder",67,"Nuclear Power Engineer",182458.47,548946,351614.29,688519.91,186970.03
IND15764,"Jennifer Fields",71,"Office Assistant III",291240.72,1016373,426063.72,751055.96,315010.98
IND70765,"Victor Carter",48,"Office Assistant III",49043.13,617980,949361.04,1810786.78,53425.979999999996
IND88371,"Jose Stanley",73,"Community Outreach Specialist",75068.87,498253,75457.28,182030.84,104266.43
IND28842,"Frank Nelson",71,"Computer Systems Analyst III",161766.54,1212157,1863378.06,3241475.7199999997,193533.93
IND90911,"Chris White",31,"Environmental Specialist",92005.32,637777,321318.75,804245.56,124567.08
IND52021,"Joseph Nichols",63,"Programmer Analyst III",115626.26,187115,807585.35,1879775.6500000001,174043.32
IND71090,"Mary Martinez",18,"Environmental Specialist",71411.33,325297,245247.34,518080.05,76234.34
IND60722,"Larry Bowman",76,"Marketing Manager",198017.13,1069184,407035.7,780600.1599999999,213220.29
IND77027,"Laura Burton",28,"Research Assistant II",70495.44,216252,342290.02,753022.43,81834.63
IND45186,"Gregory Price",49,"Systems Administrator I",96190.36,684939,605732.45,1130636.3199999998,125772.6
IND84015,"Kelly GoPKRalez",76,"Accounting Assistant IV",234323.74,1467977,650421.08,1379558.9200000002,285582.05
IND66550,"Patricia George",78,"Software Consultant",91924.73,1344156,0,81434.11,151430.99
